Channel ID,Channel Name,Video Title,Video ID,Upload Date,Publish Time,Publish Day,Title Length,Views,Sentiment Score,% Positive,% Negative,% Neutral,Total Comments,Subscribers
UC8butISFwT-Wl7EV0hUK0BQ,freeCodeCamp.org,Google Cloud Data Analytics Certificate Course,GAdgTK2Esn4,2025-06-17,00:00,Tuesday,46,41755,0.9967,20.8,2.1,77.1,29,0
